City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
259,Umm Kaddadah,SD,13.6017,26.6876,63.52,16,6,14.56,clear sky,2022-01-23 20:17:49
260,Dajabón,DO,19.5488,-71.7083,87.26,49,3,12.55,clear sky,2022-01-23 20:17:49
261,Tezu,IN,27.9167,96.1667,56.61,53,77,3.65,broken clouds,2022-01-23 20:17:50
262,Bristol,US,41.8334,-71.1662,36.36,47,0,1.99,clear sky,2022-01-23 20:17:08
263,Orlik,RU,52.5178,99.825,-1.64,95,100,2.44,overcast clouds,2022-01-23 20:17:50
264,Bilibino,RU,68.0546,166.4372,-27.81,96,100,4.34,overcast clouds,2022-01-23 20:17:50
265,Kenai,US,60.5544,-151.2583,35.1,96,100,5.75,overcast clouds,2022-01-23 20:17:51
266,Canutama,BR,-6.5339,-64.3831,85.48,67,83,2.68,broken clouds,2022-01-23 20:17:51
267,Karratha,AU,-20.7377,116.8463,82.24,74,97,12.33,light rain,2022-01-23 20:17:51
268,Bilma,NE,18.6853,12.9164,61.32,18,52,11.25,broken clouds,2022-01-23 20:17:52
269,Loandjili,CG,-4.7561,11.8578,77.29,87,9,6.06,clear sky,2022-01-23 20:17:52
270,Bambous Virieux,MU,-20.3428,57.7575,80.85,83,40,4.61,scattered clouds,2022-01-23 20:17:52
271,Mogadishu,SO,2.0371,45.3438,77.94,79,97,23.96,overcast clouds,2022-01-23 20:13:13
272,San Cristobal,VE,7.7669,-72.225,77.18,44,87,4.29,overcast clouds,2022-01-23 20:17:53
273,Lavrentiya,RU,65.5833,-171.0,-3.64,100,100,5.88,overcast clouds,2022-01-23 20:18:53
274,Yeppoon,AU,-23.1333,150.7333,71.38,69,94,7.72,overcast clouds,2022-01-23 20:16:37
275,Sinjhoro,PK,26.0303,68.809,50.07,30,0,0.63,clear sky,2022-01-23 20:18:53
276,Maralal,KE,1.0968,36.698,59.36,68,11,4.41,few clouds,2022-01-23 20:18:54
277,Gushikawa,JP,26.3544,127.8686,70.83,97,75,8.05,broken clouds,2022-01-23 20:18:54
278,Khvorostyanka,RU,52.6096,48.9597,12.34,89,100,5.86,overcast clouds,2022-01-23 20:18:54
279,Nago,JP,26.5881,127.9761,71.67,89,68,11.56,broken clouds,2022-01-23 20:18:55
280,Catuday,PH,16.2923,119.8062,77.34,80,8,11.12,clear sky,2022-01-23 20:18:55
281,Westport,US,41.1415,-73.3579,37.74,52,0,8.99,clear sky,2022-01-23 20:16:04
282,Powell River,CA,49.8496,-124.5361,37.4,100,100,2.3,fog,2022-01-23 20:15:21
283,Oussouye,SN,12.485,-16.5469,78.98,62,27,5.46,scattered clouds,2022-01-23 20:18:56
284,Bariloche,AR,-41.1456,-71.3082,62.35,55,40,24.16,scattered clouds,2022-01-23 20:18:56
285,Kupang,ID,-10.1667,123.5833,79.05,84,99,10.49,overcast clouds,2022-01-23 20:18:56
286,Broken Hill,AU,-31.95,141.4333,74.07,49,100,6.08,overcast clouds,2022-01-23 20:18:56
287,Husavik,IS,66.0449,-17.3389,28.31,64,51,27.34,broken clouds,2022-01-23 20:18:57
288,Santa Isabel,BR,-23.3156,-46.2214,82.11,72,69,4.38,broken clouds,2022-01-23 20:18:57
289,Basoko,CD,1.2391,23.616,79.34,60,100,2.77,overcast clouds,2022-01-23 20:18:57
290,Svetlaya,RU,46.5389,138.3297,4.89,78,1,8.34,clear sky,2022-01-23 20:18:58
291,Mount Isa,AU,-20.7333,139.5,74.97,100,40,1.14,scattered clouds,2022-01-23 20:18:58
292,Champerico,GT,14.3,-91.9167,95.76,60,2,11.01,clear sky,2022-01-23 20:18:58
293,Pevek,RU,69.7008,170.3133,-12.93,96,100,18.9,overcast clouds,2022-01-23 20:18:59
294,Santa Cruz de la Sierra,BO,-17.8,-63.1667,87.85,58,75,19.57,broken clouds,2022-01-23 20:18:59
295,Linjiang,CN,41.8069,126.9078,1.62,96,20,2.68,few clouds,2022-01-23 20:18:59
296,Forestville,US,38.8451,-76.875,40.24,42,40,11.5,scattered clouds,2022-01-23 20:19:00
297,Sitka,US,57.0531,-135.33,39.09,93,100,3.44,overcast clouds,2022-01-23 20:19:00
298,Guangming,CN,45.3333,122.7833,-5.46,100,100,3.56,overcast clouds,2022-01-23 20:19:00
299,Praia,CV,14.9215,-23.5087,75.74,57,100,17.27,overcast clouds,2022-01-23 20:15:11
300,Tubmanburg,LR,6.8708,-10.8172,76.3,82,0,3.89,clear sky,2022-01-23 20:19:01
301,Ciudad Real,ES,39.0,-4.0,43.14,81,0,1.01,clear sky,2022-01-23 20:19:01
302,Biri,PH,12.6833,124.3636,78.46,87,83,12.33,broken clouds,2022-01-23 20:19:01
303,Turukhansk,RU,65.8167,87.9833,1.11,99,100,3.6,overcast clouds,2022-01-23 20:19:02
304,Severo-Kuril'sk,RU,50.6789,156.125,25.25,72,100,12.08,overcast clouds,2022-01-23 20:19:02
305,Port Moresby,PG,-9.4431,147.1797,72.82,100,75,4.61,haze,2022-01-23 20:19:02
306,Caxito,AO,-8.5785,13.6643,77.65,83,16,2.17,few clouds,2022-01-23 20:19:03
307,Bahía Honda,CU,22.9036,-83.1592,70.92,80,95,13.98,overcast clouds,2022-01-23 20:19:03
308,Alice Springs,AU,-23.7,133.8833,74.75,94,81,0.0,broken clouds,2022-01-23 20:19:03
309,Pensacola,US,30.4213,-87.2169,55.38,35,0,1.99,clear sky,2022-01-23 20:15:45
310,Yuancheng,CN,36.652,107.7896,29.21,96,100,1.45,overcast clouds,2022-01-23 20:19:04
311,Camalú,MX,30.85,-116.0667,70.43,36,0,6.15,clear sky,2022-01-23 20:19:04
312,Baykit,RU,61.67,96.37,-2.74,100,96,1.01,overcast clouds,2022-01-23 20:19:04
313,Vanavara,RU,60.34,102.2797,-7.73,100,100,2.06,overcast clouds,2022-01-23 20:19:05
314,Jaltenango,MX,15.8719,-92.7247,82.65,46,21,4.54,few clouds,2022-01-23 20:19:05
315,Elizabeth City,US,36.2946,-76.2511,45.01,67,0,4.0,clear sky,2022-01-23 20:19:05
316,Laguna,US,38.421,-121.4238,67.01,66,0,1.99,haze,2022-01-23 20:19:06
317,Şile,TR,41.1754,29.6133,30.87,68,99,9.31,light snow,2022-01-23 20:19:06
318,Mocuba,MZ,-16.8392,36.9856,72.95,98,100,8.93,moderate rain,2022-01-23 20:19:06
319,Pryazha,RU,61.6926,33.6216,20.43,94,97,10.25,overcast clouds,2022-01-23 20:19:07
320,Khani,GE,41.9563,42.9566,42.37,71,99,11.41,overcast clouds,2022-01-23 20:19:07
321,Boda,CF,4.3189,17.4695,78.73,22,100,4.23,overcast clouds,2022-01-23 20:19:07
322,Lincoln,US,40.8,-96.667,34.18,59,100,5.01,overcast clouds,2022-01-23 20:17:41
323,Isla Mujeres,MX,21.2311,-86.731,77.16,81,26,14.65,scattered clouds,2022-01-23 20:18:22
324,Chacabuco,AR,-34.6417,-60.4739,81.81,48,97,6.31,overcast clouds,2022-01-23 20:20:08
325,Narsaq,GL,60.9167,-46.05,21.42,72,100,10.56,overcast clouds,2022-01-23 20:20:08
326,Xining,CN,36.6167,101.7667,19.11,65,3,0.65,clear sky,2022-01-23 20:19:34
327,Maţāy,EG,28.419,30.7792,53.69,59,35,9.46,scattered clouds,2022-01-23 20:20:09
328,Severnyy,RU,50.677,36.5532,17.64,93,75,11.18,mist,2022-01-23 20:20:09
329,Zhenlai,CN,45.8495,123.2973,-5.96,100,100,4.45,overcast clouds,2022-01-23 20:20:10
330,Shingū,JP,33.7333,135.9833,47.8,92,100,5.37,light rain,2022-01-23 20:20:10
331,Plastun,RU,44.7561,136.2939,3.18,80,0,9.46,clear sky,2022-01-23 20:20:10
332,Barra do Garças,BR,-15.89,-52.2567,91.98,62,40,0.0,scattered clouds,2022-01-23 20:18:05
333,Chabahar,IR,25.2919,60.643,64.85,37,0,6.69,clear sky,2022-01-23 20:20:11
334,Saint-Augustin,CA,51.226,-58.6502,9.32,99,96,3.74,overcast clouds,2022-01-23 20:20:11
335,Carballo,ES,43.213,-8.691,48.67,92,0,3.0,clear sky,2022-01-23 20:20:11
336,Rumuruti,KE,0.267,36.5389,59.16,72,23,5.66,few clouds,2022-01-23 20:20:12
337,Arrondissement du Havre,FR,49.5833,0.3333,37.44,87,100,9.22,overcast clouds,2022-01-23 20:20:12
338,Prince Rupert,CA,54.3161,-130.3201,42.89,92,100,3.44,overcast clouds,2022-01-23 20:20:12
339,Morant Bay,JM,17.8815,-76.4093,82.02,71,11,7.58,few clouds,2022-01-23 20:20:13
340,Malakal,SS,9.5334,31.6605,79.56,23,0,5.75,clear sky,2022-01-23 20:18:04
341,Yar-Sale,RU,66.8333,70.8333,2.23,98,86,9.84,overcast clouds,2022-01-23 20:17:56
342,Kralendijk,BQ,12.15,-68.2667,84.18,58,20,13.8,few clouds,2022-01-23 20:20:13
343,Meadow Lake,US,34.8014,-106.5436,53.33,33,15,2.64,few clouds,2022-01-23 20:15:22
344,Kaeo,NZ,-35.1,173.7833,69.33,96,100,11.23,light rain,2022-01-23 20:20:14
345,Acarí,PE,-15.4311,-74.6158,80.29,66,74,11.01,broken clouds,2022-01-23 20:20:14
346,Vaitape,PF,-16.5167,-151.75,81.41,72,96,18.01,overcast clouds,2022-01-23 20:20:14
347,Ca Mau,VN,9.1769,105.15,72.7,90,0,1.66,clear sky,2022-01-23 20:20:15
348,Inongo,CD,-1.95,18.2667,77.25,73,100,3.27,overcast clouds,2022-01-23 20:20:15
349,Hailey,US,43.5196,-114.3153,12.06,92,0,5.75,clear sky,2022-01-23 20:20:15
350,Jiwani,PK,25.05,61.7417,64.09,39,0,7.23,clear sky,2022-01-23 20:20:16
351,Brae,GB,60.3964,-1.353,48.11,87,100,34.31,overcast clouds,2022-01-23 20:20:16
352,Sandy Bay,AU,-42.913,147.3532,61.3,90,0,5.75,clear sky,2022-01-23 20:20:17
353,Awjilah,LY,29.1081,21.2869,52.21,61,15,6.93,few clouds,2022-01-23 20:20:17
354,Campo Grande,BR,-20.4428,-54.6464,90.95,46,40,6.91,scattered clouds,2022-01-23 20:20:17
355,Spearfish,US,44.4908,-103.8594,54.88,33,75,10.0,broken clouds,2022-01-23 20:15:42
356,Aitape,PG,-3.1374,142.3475,76.89,89,100,3.83,overcast clouds,2022-01-23 20:20:18
357,Uttaradit,TH,17.6667,100.5,64.24,54,7,3.38,clear sky,2022-01-23 20:20:18
358,Anadyr,RU,64.75,177.4833,-24.52,74,75,8.95,broken clouds,2022-01-23 20:20:18
359,Tessalit,ML,20.1986,1.0114,64.0,11,0,9.78,clear sky,2022-01-23 20:20:19
360,Guerrero Negro,MX,27.9769,-114.0611,65.89,42,56,5.68,broken clouds,2022-01-23 20:20:19
361,Olenegorsk,RU,68.15,33.3,30.34,97,100,15.43,overcast clouds,2022-01-23 20:20:20
362,Grand-Santi,GF,4.25,-54.3833,77.79,96,77,3.15,broken clouds,2022-01-23 20:20:20
363,Nicolás Bravo,MX,18.45,-88.9167,79.68,74,51,4.94,broken clouds,2022-01-23 20:20:20
364,Touros,BR,-5.1989,-35.4608,85.1,69,6,10.51,clear sky,2022-01-23 20:18:52
365,Matagami,CA,49.7502,-77.6328,-7.49,59,40,9.22,scattered clouds,2022-01-23 20:20:21
366,Promyshlennyy,RU,67.5833,63.9167,1.47,95,39,11.18,scattered clouds,2022-01-23 20:20:21
367,Prachuap Khiri Khan,TH,12.2167,99.75,75.69,87,8,3.36,clear sky,2022-01-23 20:20:21
368,Anloga,GH,5.7947,0.8973,80.96,74,5,9.64,clear sky,2022-01-23 20:21:22
369,Fomboni,KM,-12.28,43.7425,82.62,72,100,24.32,light rain,2022-01-23 20:21:22
370,Hobyo,SO,5.3505,48.5268,77.36,69,100,20.96,overcast clouds,2022-01-23 20:21:22
371,Tuatapere,NZ,-46.1333,167.6833,54.82,71,100,2.33,overcast clouds,2022-01-23 20:21:23
372,Rome,US,43.2128,-75.4557,28.44,86,100,6.91,mist,2022-01-23 20:18:59
373,Norman Wells,CA,65.282,-126.8329,3.24,72,75,14.97,broken clouds,2022-01-23 20:21:23
374,Kysyl-Syr,RU,63.8986,122.7617,-13.54,100,90,5.01,overcast clouds,2022-01-23 20:21:23
375,Mercedes,AR,-34.6515,-59.4307,84.51,52,100,2.73,overcast clouds,2022-01-23 20:21:24
376,College,US,64.8569,-147.8028,14.29,84,75,5.75,broken clouds,2022-01-23 20:19:13
377,Yeniseysk,RU,58.4497,92.1703,-15.0,100,95,1.45,overcast clouds,2022-01-23 20:21:24
378,Koundara,GN,12.4833,-13.3,82.36,12,3,5.46,clear sky,2022-01-23 20:21:24
379,Constitución,CL,-35.3333,-72.4167,68.41,61,0,21.61,clear sky,2022-01-23 20:21:25
380,Mazamari,PE,-11.3258,-74.5308,79.54,82,50,1.68,scattered clouds,2022-01-23 20:21:25
381,Witu,KE,-2.3889,40.4382,80.76,81,21,9.44,few clouds,2022-01-23 20:21:25
382,Boralday,KZ,43.3578,76.8594,28.26,86,100,2.24,mist,2022-01-23 20:21:26
383,Marystown,CA,47.1666,-55.1483,29.86,100,89,5.01,overcast clouds,2022-01-23 20:21:26
384,Kasongo,CD,-4.45,26.6667,68.61,94,100,2.75,overcast clouds,2022-01-23 20:21:26
385,Half Moon Bay,US,37.4636,-122.4286,66.31,53,0,1.99,clear sky,2022-01-23 20:21:27
386,Ahipara,NZ,-35.1667,173.1667,69.4,86,100,10.87,light rain,2022-01-23 20:21:27
387,Novikovo,RU,51.1537,37.8879,19.27,92,100,13.47,overcast clouds,2022-01-23 20:21:27
388,Abong Mbang,CM,3.9833,13.1833,70.25,33,78,2.48,broken clouds,2022-01-23 20:21:28
389,Kirkland Lake,CA,48.1446,-80.0377,-0.11,60,100,7.16,overcast clouds,2022-01-23 20:21:28
390,Namatanai,PG,-3.6667,152.4333,79.0,83,92,2.64,overcast clouds,2022-01-23 20:21:28
391,West Wendover,US,40.7391,-114.0733,37.13,53,4,0.85,clear sky,2022-01-23 20:21:29
392,Tynda,RU,55.1667,124.7167,-19.44,99,7,3.53,clear sky,2022-01-23 20:21:29
393,Mayo,US,38.8876,-76.5119,40.37,55,40,15.99,scattered clouds,2022-01-23 20:21:29
394,Padang,ID,-0.9492,100.3543,76.41,87,100,4.16,overcast clouds,2022-01-23 20:21:29
395,Avera,US,33.194,-82.5271,56.08,27,0,12.97,clear sky,2022-01-23 20:21:30
396,Poum,NC,-20.2333,164.0167,80.38,69,94,11.27,overcast clouds,2022-01-23 20:21:30
397,Jalu,LY,29.0331,21.5482,52.18,60,11,7.49,few clouds,2022-01-23 20:21:31
398,La Peca,PE,-5.6111,-78.435,86.5,46,71,3.47,light rain,2022-01-23 20:17:16
399,Vila Velha,BR,-20.3297,-40.2925,84.15,65,20,12.66,few clouds,2022-01-23 20:21:31
400,North Platte,US,41.1239,-100.7654,54.99,35,100,5.01,overcast clouds,2022-01-23 20:20:28
401,Kamenka,RU,51.3223,42.7678,22.8,96,100,12.44,light snow,2022-01-23 20:21:31
402,Zahnitkiv,UA,48.0446,28.8958,23.07,87,87,13.0,overcast clouds,2022-01-23 20:21:32
403,Thessalon,CA,46.2501,-83.5666,16.56,84,35,3.58,scattered clouds,2022-01-23 20:21:32
404,Naze,JP,28.3667,129.4833,64.2,87,92,9.57,overcast clouds,2022-01-23 20:21:32
405,Chernyshevskiy,RU,63.0128,112.4714,-7.89,100,73,3.2,broken clouds,2022-01-23 20:21:33
406,Kokkola,FI,63.8385,23.1307,38.03,86,0,5.99,clear sky,2022-01-23 20:21:33
407,Héricourt,FR,47.5731,6.7614,35.37,94,6,7.2,clear sky,2022-01-23 20:21:33
408,Ilhabela,BR,-23.7781,-45.3581,79.99,87,47,5.66,scattered clouds,2022-01-23 20:19:06
409,Saýat,TM,38.7839,63.8803,31.87,58,0,8.46,clear sky,2022-01-23 20:21:34
410,Havelock,US,34.8791,-76.9013,46.63,73,0,3.0,clear sky,2022-01-23 20:21:34
411,Baní,DO,18.2833,-70.3333,85.44,63,1,11.43,clear sky,2022-01-23 20:21:34
412,Zhengjiatun,CN,43.5064,123.5064,0.91,89,100,5.7,overcast clouds,2022-01-23 20:21:35
413,Inhambane,MZ,-23.865,35.3833,76.77,87,98,18.54,light rain,2022-01-23 20:21:35
414,Sur,OM,22.5667,59.5289,67.82,58,0,12.39,clear sky,2022-01-23 20:21:35
415,Igrim,RU,63.1906,64.4162,-5.46,100,96,3.42,overcast clouds,2022-01-23 20:21:36
416,Örnsköldsvik,SE,63.2909,18.7153,29.35,100,16,3.44,few clouds,2022-01-23 20:22:36
417,Simpang,ID,-1.2667,104.0833,73.76,90,99,0.96,overcast clouds,2022-01-23 20:22:36
418,Santa Isabel Rio Negro,BR,-0.4139,-65.0192,86.32,67,23,4.32,few clouds,2022-01-23 20:22:36
419,Tamandaré,BR,-8.7597,-35.1047,82.49,65,32,10.27,scattered clouds,2022-01-23 20:22:37
420,Ugoofaaru,MV,5.6667,73.0,81.37,61,100,10.22,overcast clouds,2022-01-23 20:22:37
421,Fortuna,US,40.5982,-124.1573,69.93,50,0,4.0,clear sky,2022-01-23 20:22:37
422,Oranjemund,NA,-28.55,16.4333,73.45,69,86,14.38,overcast clouds,2022-01-23 20:22:38
423,Srednekolymsk,RU,67.45,153.6833,-30.93,98,100,6.78,overcast clouds,2022-01-23 20:22:38
424,Karīmganj,IN,24.8667,92.35,64.31,58,99,2.44,overcast clouds,2022-01-23 20:22:39
425,Irtyshskiy,RU,58.3333,68.1333,2.35,97,91,5.03,overcast clouds,2022-01-23 20:22:39
426,Kankan,GN,10.3854,-9.3057,77.5,14,5,5.64,clear sky,2022-01-23 20:22:39
427,Ribeira Brava,PT,32.65,-17.0667,66.7,80,100,6.13,overcast clouds,2022-01-23 20:22:40
428,Mahébourg,MU,-20.4081,57.7,80.89,83,40,4.61,scattered clouds,2022-01-23 20:22:40
429,Hirara,JP,24.8,125.2833,71.22,80,73,17.22,broken clouds,2022-01-23 20:22:40
430,Scicli,IT,36.7902,14.7014,44.58,69,0,8.77,clear sky,2022-01-23 20:22:41
431,Cândido Mendes,BR,-1.4467,-45.7167,78.84,92,64,5.06,broken clouds,2022-01-23 20:22:41
432,Leningradskiy,RU,69.3833,178.4167,-16.44,93,100,6.85,overcast clouds,2022-01-23 20:22:41
433,Wajir,KE,1.7471,40.0573,87.94,25,100,11.01,overcast clouds,2022-01-23 20:22:42
434,Aksu,CN,41.1231,80.2644,25.27,55,100,2.91,overcast clouds,2022-01-23 20:22:42
435,Moshenskoye,RU,58.5102,34.5911,3.22,99,99,4.88,overcast clouds,2022-01-23 20:20:14
436,Madarounfa,NE,13.3087,7.156,67.93,13,0,10.87,clear sky,2022-01-23 20:22:42
437,Pitimbu,BR,-7.4706,-34.8086,82.99,64,50,8.95,scattered clouds,2022-01-23 20:22:43
438,Opuwo,NA,-18.0607,13.84,77.31,34,92,7.83,overcast clouds,2022-01-23 20:22:43
439,Domingos Martins,BR,-20.3633,-40.6592,77.81,78,81,4.68,broken clouds,2022-01-23 20:22:43
440,Adrar,MR,20.5022,-10.0711,70.88,17,1,11.92,clear sky,2022-01-23 20:22:44
441,Baiyin,CN,36.5583,104.2081,13.08,59,20,4.81,few clouds,2022-01-23 20:22:44
442,Innisfail,AU,-17.5333,146.0333,75.51,82,100,1.01,overcast clouds,2022-01-23 20:22:44
443,Bereda,ES,43.2686,-7.5406,39.58,91,0,1.19,clear sky,2022-01-23 20:22:45
444,Lebedinyy,RU,58.5167,125.5167,-6.43,98,100,5.95,overcast clouds,2022-01-23 20:22:45
445,Olafsvik,IS,64.8945,-23.7142,27.81,58,100,22.03,overcast clouds,2022-01-23 20:22:46
446,Lampa,CL,-33.2833,-70.9,89.08,19,0,16.11,clear sky,2022-01-23 20:22:46
447,Shakawe,BW,-18.3667,21.85,66.85,64,40,6.08,scattered clouds,2022-01-23 20:22:46
448,Sekoma,BW,-24.4,23.8833,66.49,55,46,6.15,scattered clouds,2022-01-23 20:22:47
449,Morro Bay,US,35.3658,-120.8499,73.26,43,0,1.99,clear sky,2022-01-23 20:22:47
450,Ribeira Grande,PT,38.5167,-28.7,57.6,72,20,9.22,few clouds,2022-01-23 20:22:47
451,Yushu,CN,44.8,126.5333,-7.1,99,39,1.97,scattered clouds,2022-01-23 20:22:48
452,Zhangye,CN,38.9342,100.4517,19.56,59,0,1.79,clear sky,2022-01-23 20:22:48
453,Careiro da Várzea,BR,-3.2003,-59.8119,86.63,78,87,1.12,light rain,2022-01-23 20:22:48
454,Sarh,TD,9.1429,18.3923,73.31,40,0,0.0,clear sky,2022-01-23 20:22:48
455,La Libertad,EC,-2.2333,-80.9,83.86,70,0,9.22,clear sky,2022-01-23 20:22:49
456,Port Keats,AU,-14.25,129.55,80.17,88,80,7.31,moderate rain,2022-01-23 20:22:49
457,Beïnamar,TD,8.6698,15.3813,75.69,17,11,4.92,few clouds,2022-01-23 20:22:50
458,Mookane,BW,-23.688,26.6595,70.09,47,6,5.91,clear sky,2022-01-23 20:22:50
459,Pasłęk,PL,54.0616,19.6593,35.53,90,24,6.55,few clouds,2022-01-23 20:22:50
460,Guánica,PR,17.9716,-66.908,84.61,68,2,7.0,clear sky,2022-01-23 20:22:51
461,Zverinogolovskoye,RU,54.4586,64.8542,-12.03,98,27,3.53,scattered clouds,2022-01-23 20:22:51
462,Ixtapa,MX,20.7,-105.2,79.83,61,40,12.66,scattered clouds,2022-01-23 20:22:51
463,Sinnamary,GF,5.3833,-52.95,78.44,84,28,9.44,scattered clouds,2022-01-23 20:23:51
464,Tura,IN,25.5198,90.2201,55.87,74,48,4.68,scattered clouds,2022-01-23 20:23:52
465,Sorgues,FR,44.0102,4.8738,39.45,78,0,1.14,clear sky,2022-01-23 20:23:52
466,Jiayuguan City,CN,39.8167,98.3,18.93,56,39,1.54,scattered clouds,2022-01-23 20:23:52
467,Lucapa,AO,-8.4192,20.7447,64.81,95,14,1.95,few clouds,2022-01-23 20:23:53
468,Takoradze,GH,4.8845,-1.7554,79.47,83,5,7.34,clear sky,2022-01-23 20:23:53
469,Berlevåg,NO,70.8578,29.0864,39.2,81,0,31.07,clear sky,2022-01-23 20:23:53
470,Bom Jardim,BR,-7.7958,-35.5872,86.34,46,79,12.01,broken clouds,2022-01-23 20:23:54
471,Al Bardīyah,LY,31.7561,25.0865,50.4,54,48,14.05,scattered clouds,2022-01-23 20:23:54
472,Tilichiki,RU,60.4667,166.1,-20.63,86,70,7.23,broken clouds,2022-01-23 20:23:54
473,Belmonte,BR,-15.8631,-38.8828,82.9,66,79,7.07,broken clouds,2022-01-23 20:23:55
474,Copiapó,CL,-27.3667,-70.3333,69.49,31,92,11.16,overcast clouds,2022-01-23 20:23:55
475,Tual,ID,-5.6667,132.75,82.83,77,100,13.11,light rain,2022-01-23 20:23:55
476,Ilulissat,GL,69.2167,-51.1,12.22,62,75,11.5,broken clouds,2022-01-23 20:23:56
477,Mundo Nuevo (Ojo de Agua),MX,18.7,-95.5,69.35,83,85,12.73,overcast clouds,2022-01-23 20:23:56
478,Muisne,EC,0.6,-80.0333,78.91,82,53,9.86,light rain,2022-01-23 20:23:56
479,Wangkui,CN,46.8333,126.5,-17.3,100,20,2.28,few clouds,2022-01-23 20:23:56
480,Yertsevo,RU,60.7966,40.086,7.09,95,97,7.07,overcast clouds,2022-01-23 20:19:11
481,Mānsa,IN,29.9833,75.3833,52.07,84,98,3.38,overcast clouds,2022-01-23 20:23:57
482,Mitha Tiwana,PK,32.2486,72.1108,50.49,84,49,4.16,scattered clouds,2022-01-23 20:23:57
483,Port Lincoln,AU,-34.7333,135.8667,67.55,97,54,7.2,broken clouds,2022-01-23 20:23:57
484,Vallenar,CL,-28.5708,-70.7581,82.69,34,100,9.86,overcast clouds,2022-01-23 20:23:58
485,Beringovskiy,RU,63.05,179.3167,-19.43,97,78,4.63,broken clouds,2022-01-23 20:23:58
486,Artyom,AZ,40.4723,50.333,44.74,84,0,18.86,clear sky,2022-01-23 20:23:59
487,Quesnel,CA,52.9999,-122.5029,28.9,86,0,0.0,clear sky,2022-01-23 20:23:59
488,Thinadhoo,MV,0.5333,72.9333,81.75,69,21,14.2,few clouds,2022-01-23 20:23:59
489,Kavaratti,IN,10.5669,72.642,79.81,63,9,12.62,clear sky,2022-01-23 20:24:00
490,Vieques,PR,18.425,-65.8329,83.84,57,20,13.8,few clouds,2022-01-23 20:24:00
491,Muros,ES,42.7762,-9.0603,50.85,89,0,3.83,clear sky,2022-01-23 20:24:00
492,Port Shepstone,ZA,-30.7414,30.455,72.68,77,1,16.53,clear sky,2022-01-23 20:24:01
493,Coyhaique,CL,-45.5752,-72.0662,58.95,55,75,9.22,broken clouds,2022-01-23 20:24:01
494,Mormugao,IN,15.4,73.8,71.31,66,100,8.28,overcast clouds,2022-01-23 20:24:01
495,Altagracia de Orituco,VE,9.8601,-66.3814,87.51,35,10,8.14,clear sky,2022-01-23 20:24:02
496,Acapulco de Juárez,MX,16.8634,-99.8901,87.62,45,0,5.75,clear sky,2022-01-23 20:24:02
497,Nome,US,64.5011,-165.4064,1.47,85,0,0.0,clear sky,2022-01-23 20:24:03
498,Grand Baie,MU,-20.0182,57.5802,81.07,84,90,1.99,overcast clouds,2022-01-23 20:24:03
499,Rehoboth,NA,-23.3167,17.0833,78.33,24,60,11.1,broken clouds,2022-01-23 20:24:03
500,Zhuhai,CN,22.2769,113.5678,68.7,94,40,0.0,light rain,2022-01-23 20:23:29
501,Alyangula,AU,-13.8483,136.4192,76.87,100,100,3.44,overcast clouds,2022-01-23 20:24:04
502,Lamesa,US,32.7376,-101.951,55.08,41,2,4.65,clear sky,2022-01-23 20:24:04
503,Ternate,ID,0.8,127.4,79.97,83,99,6.96,overcast clouds,2022-01-23 20:24:04
504,Bianzhuang,CN,34.8486,118.0447,29.16,65,97,6.13,overcast clouds,2022-01-23 20:24:05
505,Lamu,KE,-2.2717,40.902,80.82,81,5,14.58,clear sky,2022-01-23 20:24:05
506,Suriāpet,IN,17.15,79.6167,73.76,50,100,3.51,overcast clouds,2022-01-23 20:24:05
507,Dunedin,NZ,-45.8742,170.5036,53.8,78,100,1.99,overcast clouds,2022-01-23 20:24:06
508,Ballina,AU,-28.8667,153.5667,67.96,91,100,8.05,overcast clouds,2022-01-23 20:25:06
509,Uíge,AO,-7.6087,15.0613,68.27,80,67,0.63,broken clouds,2022-01-23 20:25:06
510,Grimshaw,CA,56.1834,-117.6027,35.22,93,100,19.57,light rain,2022-01-23 20:25:07
511,Umm Hājar,TD,13.2954,19.6966,74.28,14,6,9.98,clear sky,2022-01-23 20:25:07
512,Imeni Poliny Osipenko,RU,52.4201,136.4853,-23.94,100,100,2.71,overcast clouds,2022-01-23 20:25:07
513,Beloha,MG,-25.1667,45.05,73.87,83,97,19.55,overcast clouds,2022-01-23 20:25:08
514,Ust-Nera,RU,64.5667,143.2,-21.26,99,100,2.68,overcast clouds,2022-01-23 20:25:08
515,Blatec,MK,41.8378,22.5781,21.16,86,95,5.19,light snow,2022-01-23 20:25:08
516,Sacramento,US,38.4666,-121.3177,69.51,65,0,1.01,haze,2022-01-23 20:22:46
517,Dinghaicun,CN,26.2847,119.7936,54.52,92,100,14.74,overcast clouds,2022-01-23 20:25:09
518,Longkou,CN,37.6508,120.3286,30.38,67,77,14.94,broken clouds,2022-01-23 20:25:09
519,Kirakira,SB,-10.4544,161.9205,81.25,84,68,5.55,broken clouds,2022-01-23 20:25:10
520,Oleśnica,PL,51.2134,17.3899,33.51,96,100,3.47,overcast clouds,2022-01-23 20:25:10
521,Uruçuí,BR,-7.2294,-44.5561,80.17,75,92,4.83,overcast clouds,2022-01-23 20:25:10
522,Middletown,US,39.5151,-84.3983,37.53,83,100,16.11,overcast clouds,2022-01-23 20:25:11
