City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
136,Alofi,NU,2022-01-20 21:35:15,-19.0595,-169.9187,84.09,70,75,18.41
137,Springfield,US,2022-01-20 21:34:54,37.2153,-93.2982,25.16,43,0,8.99
138,Los Barrios,ES,2022-01-20 21:35:15,36.1848,-5.4921,57.04,72,6,19.57
139,Hobart,AU,2022-01-20 21:35:16,-42.8794,147.3294,64.11,72,0,6.91
140,Kahului,US,2022-01-20 21:33:04,20.8947,-156.47,80.96,71,40,6.91
141,Kawalu,ID,2022-01-20 21:35:17,-7.3817,108.2082,70.84,94,100,1.61
142,Saskylakh,RU,2022-01-20 21:35:17,71.9167,114.0833,-20.78,96,39,6.96
143,Lungi,SL,2022-01-20 21:35:17,9.2212,-12.6831,73.9,80,98,4.72
144,Balapur,IN,2022-01-20 21:35:18,20.6667,76.7667,66.87,52,17,7.96
145,Ponta Do Sol,PT,2022-01-20 21:35:18,32.6667,-17.1,65.12,53,96,16.04
146,Suez,EG,2022-01-20 21:35:19,29.9737,32.5263,48.43,58,0,3.6
147,San Patricio,US,2022-01-20 21:35:19,28.017,-97.5169,45.01,49,100,18.59
148,Ketchikan,US,2022-01-20 21:35:19,55.3422,-131.6461,41.13,98,100,3.38
149,Saint-Pierre,RE,2022-01-20 21:35:20,-21.3393,55.4781,76.64,94,20,4.61
150,Georgetown,MY,2022-01-20 21:35:20,5.4112,100.3354,80.89,91,20,3.0
151,Kosino,RU,2022-01-20 21:35:20,58.4127,51.2782,19.96,93,100,12.8
152,Sorland,NO,2022-01-20 21:35:21,67.667,12.6934,28.47,62,100,21.61
153,Krasnoselkup,RU,2022-01-20 21:35:21,65.7,82.4667,10.31,93,100,17.36
154,Tarko-Sale,RU,2022-01-20 21:35:21,64.9225,77.785,9.93,91,53,16.26
155,Lancut,PL,2022-01-20 21:35:22,50.0687,22.2291,30.54,86,40,16.11
156,Aurillac,FR,2022-01-20 21:35:22,44.9167,2.45,31.01,81,0,4.61
157,Siwana,IN,2022-01-20 21:33:06,25.6333,72.4167,62.22,46,0,5.73
158,Hasaki,JP,2022-01-20 21:35:22,35.7333,140.8333,30.6,50,1,19.3
159,Jalu,LY,2022-01-20 21:35:23,29.0331,21.5482,52.83,52,4,1.5
160,Vallenar,CL,2022-01-20 21:35:23,-28.5708,-70.7581,83.32,30,0,7.38
161,Marstal,DK,2022-01-20 21:35:23,54.8562,10.5173,34.92,58,0,21.12
162,Lebu,CL,2022-01-20 21:35:24,-37.6167,-73.65,60.85,61,0,6.02
163,Adrar,MR,2022-01-20 21:35:24,20.5022,-10.0711,67.53,17,34,10.8
164,Monrovia,LR,2022-01-20 21:35:24,6.3005,-10.7969,76.77,78,100,7.92
165,Athabasca,CA,2022-01-20 21:35:25,54.7169,-113.2854,21.61,100,100,10.74
166,Mayya,RU,2022-01-20 21:35:25,61.7333,130.2811,-32.69,100,90,1.66
167,Puerto Escondido,MX,2022-01-20 21:35:25,15.85,-97.0667,85.03,70,20,10.36
168,Mildura,AU,2022-01-20 21:30:50,-34.2,142.15,74.07,43,19,13.8
169,East London,ZA,2022-01-20 21:35:26,-33.0153,27.9116,75.29,89,41,3.62
170,Tuktoyaktuk,CA,2022-01-20 21:35:26,69.4541,-133.0374,-22.0,69,75,14.97
171,Muravlenko,RU,2022-01-20 21:35:26,63.7898,74.523,10.92,93,8,14.94
172,Namatanai,PG,2022-01-20 21:35:27,-3.6667,152.4333,80.91,80,97,6.13
173,Marin,US,2022-01-20 21:35:27,38.0666,-122.7344,67.3,60,0,1.01
174,Upernavik,GL,2022-01-20 21:35:27,72.7868,-56.1549,5.54,95,100,14.65
175,Geraldton,AU,2022-01-20 21:35:28,-28.7667,114.6,73.81,27,0,6.91
176,Bhainsa,IN,2022-01-20 21:35:28,26.9548,76.9012,51.6,68,0,4.99
177,Karasburg,NA,2022-01-20 21:35:28,-28.0167,18.75,74.28,62,100,16.82
178,Waingapu,ID,2022-01-20 21:36:29,-9.6567,120.2641,77.04,87,100,6.26
179,Mazara Del Vallo,IT,2022-01-20 21:36:29,37.6641,12.588,51.93,73,72,10.63
180,Severo-Kurilsk,RU,2022-01-20 21:36:29,50.6789,156.125,29.55,82,100,24.52
181,Maxixe,MZ,2022-01-20 21:36:29,-23.8597,35.3472,74.21,78,89,9.15
182,Sao Joao Da Barra,BR,2022-01-20 21:36:30,-21.6403,-41.0511,82.49,87,0,8.34
183,Novikovo,RU,2022-01-20 21:36:30,51.1537,37.8879,19.56,93,100,13.02
184,Sitka,US,2022-01-20 21:36:30,57.0531,-135.33,40.89,87,100,8.05
185,Zhenlai,CN,2022-01-20 21:36:31,45.8495,123.2973,-10.71,99,99,3.2
186,Mana,GF,2022-01-20 21:36:31,5.6592,-53.7767,76.23,90,85,9.4
187,Luderitz,NA,2022-01-20 21:36:32,-26.6481,15.1594,72.99,58,54,7.45
188,Tasiilaq,GL,2022-01-20 21:36:32,65.6145,-37.6368,32.16,98,100,25.14
189,Borogontsy,RU,2022-01-20 21:36:32,62.6683,131.1683,-32.6,97,77,3.33
190,San Cristobal,VE,2022-01-20 21:36:33,7.7669,-72.225,80.78,48,60,4.41
191,Pimentel,PE,2022-01-20 21:36:33,-6.8367,-79.9342,79.09,61,60,27.63
192,Deputatskiy,RU,2022-01-20 21:36:33,69.3,139.9,-22.79,76,48,5.03
193,Labuan,MY,2022-01-20 21:36:34,5.2767,115.2417,77.36,94,20,0.0
194,Kosonsoy,UZ,2022-01-20 21:36:34,41.2561,71.5508,30.76,28,0,7.14
195,Boliqueime,PT,2022-01-20 21:36:34,37.1372,-8.1582,46.92,63,0,5.64
196,Palmer,US,2022-01-20 21:34:36,42.1584,-72.3287,33.67,49,40,3.0
197,Broken Hill,AU,2022-01-20 21:36:35,-31.95,141.4333,73.11,49,40,18.41
198,Bolobo,CD,2022-01-20 21:36:35,-2.1667,16.2333,73.81,62,76,2.77
199,Moundsville,US,2022-01-20 21:36:35,39.9203,-80.7431,26.17,64,100,1.99
200,Pisco,PE,2022-01-20 21:36:36,-13.7,-76.2167,76.01,69,43,26.46
201,Arrecife,ES,2022-01-20 21:36:36,28.963,-13.5477,69.87,68,0,10.36
202,Cooma,AU,2022-01-20 21:36:36,-36.2333,149.1333,55.17,87,100,5.75
203,Beringovskiy,RU,2022-01-20 21:36:37,63.05,179.3167,-17.39,83,6,12.12
204,Storm Lake,US,2022-01-20 21:36:37,42.6411,-95.2097,13.35,61,0,0.0
205,Conde,BR,2022-01-20 21:36:37,-7.2597,-34.9075,80.06,78,20,12.66
206,Gizo,SB,2022-01-20 21:36:38,-8.103,156.8419,78.01,90,99,8.59
207,Bonthe,SL,2022-01-20 21:36:38,7.5264,-12.505,79.34,79,90,7.36
208,Kodiak,US,2022-01-20 21:33:17,57.79,-152.4072,36.91,87,100,16.11
209,Nome,US,2022-01-20 21:36:39,64.5011,-165.4064,3.27,72,100,14.97
210,Hamilton,US,2022-01-20 21:31:44,39.1834,-84.5333,27.84,51,40,3.0
211,Ulladulla,AU,2022-01-20 21:36:39,-35.35,150.4667,68.09,76,82,4.97
212,Radishchevo,RU,2022-01-20 21:36:39,52.85,47.8833,16.27,96,100,4.47
213,Nerchinskiy Zavod,RU,2022-01-20 21:36:40,51.3088,119.61,-13.38,97,99,0.76
214,Torbay,CA,2022-01-20 21:35:31,47.6666,-52.7314,45.75,94,100,18.41
215,Kearney,US,2022-01-20 21:36:16,40.6995,-99.0815,18.52,41,0,7.0
216,Balabac,PH,2022-01-20 21:36:40,7.9868,117.0645,79.0,84,33,8.46
217,Makakilo City,US,2022-01-20 21:36:41,21.3469,-158.0858,78.62,70,0,4.61
218,Ambilobe,MG,2022-01-20 21:36:41,-13.2,49.05,72.93,97,100,3.51
219,Iracoubo,GF,2022-01-20 21:36:41,5.4802,-53.2011,76.55,90,75,11.5
220,Nirgua,VE,2022-01-20 21:36:42,10.1553,-68.5663,83.57,75,70,5.35
221,Thinadhoo,MV,2022-01-20 21:36:42,0.5333,72.9333,81.19,75,97,4.83
222,Puerto Gaitan,CO,2022-01-20 21:31:43,4.3133,-72.0816,93.69,31,64,8.25
223,Khatanga,RU,2022-01-20 21:36:42,71.9667,102.5,-4.68,86,100,8.7
224,Oranjestad,AW,2022-01-20 21:37:43,12.524,-70.027,82.35,69,40,21.85
225,Nardaran,AZ,2022-01-20 21:37:43,40.5561,50.0056,33.44,100,100,24.16
226,Kashi,CN,2022-01-20 21:37:43,39.4547,75.9797,33.26,50,0,6.71
227,Muskegon,US,2022-01-20 21:37:44,43.3,-86.1334,19.42,57,100,12.66
228,Pilar,BR,2022-01-20 21:37:44,-9.5972,-35.9567,82.33,78,7,6.46
229,Shimizu,JP,2022-01-20 21:37:44,43.0061,142.8847,9.9,90,38,6.73
230,Miyako,JP,2022-01-20 21:37:45,39.6367,141.9525,29.01,79,99,6.22
231,Airai,TL,2022-01-20 21:37:45,-8.9266,125.4092,61.05,99,100,3.04
232,Mikuni,JP,2022-01-20 21:37:45,36.2171,136.1519,33.71,74,100,20.33
233,Vila Franca Do Campo,PT,2022-01-20 21:37:46,37.7167,-25.4333,63.01,86,17,17.09
234,Asau,RO,2022-01-20 21:37:46,46.4333,26.4,37.76,77,21,11.61
235,Ambon,ID,2022-01-20 21:37:47,-3.6954,128.1814,75.34,100,40,4.61
236,Monte Carmelo,BR,2022-01-20 21:37:47,-18.7247,-47.4986,73.18,75,96,3.29
237,Praya,CV,2022-01-20 21:34:41,14.9215,-23.5087,72.14,78,40,12.66
238,Alta Floresta,BR,2022-01-20 21:37:47,-9.8756,-56.0861,71.73,97,84,1.79
239,Tazovskiy,RU,2022-01-20 21:37:48,67.4667,78.7,13.55,89,100,18.7
240,Mahibadhoo,MV,2022-01-20 21:37:48,3.7833,72.9667,80.73,69,38,7.02
241,Gap,FR,2022-01-20 21:37:49,44.6667,6.0,18.07,90,71,7.47
242,Kinel-Cherkassy,RU,2022-01-20 21:37:49,53.4706,51.4743,3.96,98,99,3.47
243,Praxedis Guerrero,MX,2022-01-20 21:37:49,31.3667,-106.0167,50.29,37,34,10.18
244,Lapithos,CY,2022-01-20 21:37:50,35.3375,33.1792,46.22,63,17,6.85
245,Tabas,IR,2022-01-20 21:37:50,33.5959,56.9244,47.14,28,0,5.77
246,Greenville,US,2022-01-20 21:36:51,35.6127,-77.3663,60.73,75,100,5.75
247,Nantucket,US,2022-01-20 21:37:50,41.2835,-70.0995,35.71,92,100,11.5
248,Wanning,CN,2022-01-20 21:37:51,18.8003,110.3967,68.76,82,85,6.76
249,Santa Rosa,PH,2022-01-20 21:37:51,14.3122,121.1114,78.78,82,73,8.19
250,Hurricane,US,2022-01-20 21:37:51,37.1753,-113.2899,57.99,29,0,3.38
251,Sajanan,TN,2022-01-20 21:37:52,37.0573,9.2426,46.67,80,55,4.23
252,Harper,LR,2022-01-20 21:37:52,4.375,-7.7169,79.25,78,15,6.35
253,Ormara,PK,2022-01-20 21:37:52,25.2088,64.6357,73.15,89,1,20.09
254,Mbini,GQ,2022-01-20 21:37:53,1.574,9.6134,79.29,81,53,5.14
255,Saldanha,ZA,2022-01-20 21:36:53,-33.0117,17.9442,62.65,86,0,16.78
256,Kungurtug,RU,2022-01-20 21:37:53,50.5994,97.5228,9.93,97,100,0.54
257,Sinnamary,GF,2022-01-20 21:37:53,5.3833,-52.95,77.14,89,61,11.79
258,Inta,RU,2022-01-20 21:37:54,66.0317,60.1659,18.7,82,100,21.65
259,Visnes,NO,2022-01-20 21:37:54,59.3556,5.2242,37.58,86,75,6.91
260,Katobu,ID,2022-01-20 21:37:54,-4.9408,122.5276,76.05,90,100,11.9
261,Hami,CN,2022-01-20 21:35:02,42.8,93.45,27.32,43,100,4.34
262,Batemans Bay,AU,2022-01-20 21:37:55,-35.7167,150.1833,70.2,80,93,3.18
263,Port Hardy,CA,2022-01-20 21:37:55,50.6996,-127.4199,44.78,93,100,6.91
264,Nelson Bay,AU,2022-01-20 21:37:55,-32.7167,152.15,74.08,65,100,1.99
265,Peace River,CA,2022-01-20 21:37:56,56.2501,-117.286,39.51,75,75,21.85
266,Tsurib,RU,2022-01-20 21:37:56,42.2368,46.8307,9.55,92,100,5.23
267,Matagami,CA,2022-01-20 21:37:56,49.7502,-77.6328,-12.89,70,40,5.75
268,Sainte-Anne-Des-Monts,CA,2022-01-20 21:37:57,49.124,-66.4924,8.47,72,100,19.57
269,Bathsheba,BB,2022-01-20 21:37:57,13.2167,-59.5167,79.41,73,75,24.16
270,Matay,EG,2022-01-20 21:37:58,28.419,30.7792,47.17,51,0,7.72
271,Sharon,US,2022-01-20 21:34:35,41.2331,-80.4934,21.79,71,100,12.66
272,Solntsevo,RU,2022-01-20 21:38:58,51.4185,36.7499,25.14,93,100,14.79
273,Mizan Teferi,ET,2022-01-20 21:38:58,6.9833,35.5833,61.79,65,68,1.39
274,Ilulissat,GL,2022-01-20 21:38:59,69.2167,-51.1,21.22,86,100,6.91
275,Manastireni,RO,2022-01-20 21:38:59,46.7667,23.0833,24.33,86,84,10.0
276,Yar-Sale,RU,2022-01-20 21:39:00,66.8333,70.8333,14.18,89,98,21.16
277,Genhe,CN,2022-01-20 21:39:00,50.7833,121.5167,-6.5,95,100,0.6
278,Vao,NC,2022-01-20 21:39:00,-22.6667,167.4833,76.46,89,100,18.61
279,Kitui,KE,2022-01-20 21:39:01,-1.367,38.0106,67.03,62,100,5.86
280,Lisakovsk,KZ,2022-01-20 21:39:01,52.5369,62.4936,1.54,98,99,3.42
281,West Wendover,US,2022-01-20 21:39:02,40.7391,-114.0733,34.81,55,0,5.75
282,Concarneau,FR,2022-01-20 21:39:02,47.875,-3.9225,38.82,81,46,9.51
283,San Juan,AR,2022-01-20 21:37:33,-31.5375,-68.5364,91.35,25,0,7.87
284,Nishihara,JP,2022-01-20 21:39:02,26.1842,127.7558,58.28,65,40,5.75
285,Nanortalik,GL,2022-01-20 21:39:03,60.1432,-45.2371,26.98,78,100,22.03
286,Ifakara,TZ,2022-01-20 21:39:03,-8.1333,36.6833,71.76,99,100,3.15
287,Lagoa,PT,2022-01-20 21:39:04,39.05,-27.9833,61.25,88,94,20.2
288,Eyl,SO,2022-01-20 21:39:04,7.9803,49.8164,74.07,76,24,12.95
289,Haines Junction,CA,2022-01-20 21:39:04,60.7522,-137.5108,12.15,73,100,3.44
290,Sulangan,PH,2022-01-20 21:39:05,11.1373,123.7228,78.67,82,21,11.23
291,Tsogni,GA,2022-01-20 21:39:05,-2.7942,10.0988,76.28,87,100,3.06
292,Kalmar,SE,2022-01-20 21:39:05,56.6616,16.3616,32.14,62,0,19.57
293,Bengkulu,ID,2022-01-20 21:39:06,-3.8004,102.2655,74.79,88,100,3.65
294,Soyo,AO,2022-01-20 21:39:06,-6.1349,12.3689,77.34,80,18,8.12
