City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Byron Bay,AU,2022-01-20 21:39:07,-28.65,153.6167,76.89,71,88,15.95
296,Yulara,AU,2022-01-20 21:39:07,-25.2406,130.9889,71.44,78,52,9.22
297,Kaligutan,PH,2022-01-20 21:39:07,7.7031,125.8131,72.03,95,98,3.38
298,Xinqing,CN,2022-01-20 21:39:08,48.2333,129.5,-23.03,100,18,1.41
299,Amga,RU,2022-01-20 21:39:08,60.8953,131.9608,-33.97,100,26,1.97
300,Mala,PE,2022-01-20 21:39:08,-12.6581,-76.6308,72.61,89,65,8.72
301,Nemuro,JP,2022-01-20 21:39:09,43.3236,145.575,28.04,74,87,22.32
302,Kalmunai,LK,2022-01-20 21:39:09,7.4167,81.8167,70.63,74,91,6.02
303,Zavyalovo,RU,2022-01-20 21:39:09,54.5053,82.4484,3.02,99,66,3.02
304,Camacha,PT,2022-01-20 21:39:10,33.0833,-16.3333,61.56,72,20,21.85
305,Minot,US,2022-01-20 21:38:43,48.2325,-101.2963,15.12,61,0,11.5
306,Benemerito De Las Americas,MX,2022-01-20 21:39:10,16.5167,-90.6439,81.68,65,99,3.94
307,Oussouye,SN,2022-01-20 21:39:10,12.485,-16.5469,77.18,75,31,5.17
308,Abohar,IN,2022-01-20 21:39:11,30.15,74.1833,50.85,89,0,3.91
309,Prince George,CA,2022-01-20 21:39:11,53.9166,-122.753,41.25,78,75,12.66
310,Lake City,US,2022-01-20 21:39:11,30.1897,-82.6393,73.44,49,75,12.66
311,Zhongshan,CN,2022-01-20 21:39:12,21.3226,110.5829,63.19,87,27,14.58
312,Alta,NO,2022-01-20 21:39:12,69.9689,23.2717,28.18,89,75,19.57
313,Chauk,MM,2022-01-20 21:39:13,20.8833,94.8167,60.42,60,16,2.75
314,Ringebu,NO,2022-01-20 21:39:13,61.5167,10.1667,17.62,85,9,9.6
315,Manggar,ID,2022-01-20 21:39:14,-2.8833,108.2667,77.29,86,99,7.25
316,Ukiah,US,2022-01-20 21:39:14,39.1502,-123.2078,71.02,48,0,0.0
317,Yakeshi,CN,2022-01-20 21:39:15,49.2833,120.7333,-8.07,93,100,2.3
318,Kieta,PG,2022-01-20 21:39:15,-6.2167,155.6333,78.71,88,100,6.22
319,Antigonish,CA,2022-01-20 21:39:15,45.6169,-61.9986,31.12,94,100,1.01
320,Gympie,AU,2022-01-20 21:39:16,-26.1898,152.665,72.18,90,100,10.67
321,Aksarka,RU,2022-01-20 21:39:16,66.5606,67.7975,14.16,89,100,19.62
322,Coruripe,BR,2022-01-20 21:40:17,-10.1256,-36.1756,79.93,77,0,9.57
323,Salalah,OM,2022-01-20 21:40:17,17.0151,54.0924,75.29,78,0,2.3
324,Salinopolis,BR,2022-01-20 21:40:17,-0.6136,-47.3561,79.9,83,30,10.25
325,Olhao,PT,2022-01-20 21:40:18,37.0286,-7.8411,48.09,87,0,2.3
326,Naze,JP,2022-01-20 21:40:18,28.3667,129.4833,53.8,65,90,11.61
327,Batagay-Alyta,RU,2022-01-20 21:40:18,67.8006,130.4114,-19.97,87,47,6.42
328,Kavaratti,IN,2022-01-20 21:40:19,10.5669,72.642,79.97,73,76,11.86
329,Salaga,GH,2022-01-20 21:40:19,8.5508,-0.5188,81.93,13,12,6.22
330,Kruisfontein,ZA,2022-01-20 21:40:19,-34.0033,24.7314,70.88,87,10,12.95
331,Nuevo Progreso,MX,2022-01-20 21:40:20,23.1667,-97.95,71.6,58,100,11.01
332,Acapulco,MX,2022-01-20 21:38:54,16.8634,-99.8901,84.02,65,20,5.75
333,Sechura,PE,2022-01-20 21:40:20,-5.5569,-80.8222,81.23,54,81,19.33
334,Nieuwpoort,BE,2022-01-20 21:40:21,51.1244,2.7735,41.02,73,75,11.5
335,Lavrentiya,RU,2022-01-20 21:39:44,65.5833,-171.0,-21.33,95,36,9.57
336,Along,IN,2022-01-20 21:40:21,28.1667,94.7667,51.53,63,100,0.85
337,Tiznit,MA,2022-01-20 21:40:22,29.5833,-9.5,55.47,26,43,7.0
338,Mahajanga,MG,2022-01-20 21:40:22,-15.7167,46.3167,75.22,94,75,2.3
339,Pontianak,ID,2022-01-20 21:40:22,-0.0333,109.3333,75.18,100,100,2.3
340,Tibati,CM,2022-01-20 21:40:23,6.4667,12.6333,68.86,21,17,6.17
341,Pitanga,BR,2022-01-20 21:40:23,-24.7572,-51.7614,73.76,72,25,3.42
342,San Ramon,US,2022-01-20 21:39:59,37.7799,-121.978,67.6,58,0,1.99
343,Kaeo,NZ,2022-01-20 21:39:44,-35.1,173.7833,74.32,55,70,2.95
344,Calama,CL,2022-01-20 21:40:24,-22.4667,-68.9333,79.29,22,21,34.52
345,Dzhubga,RU,2022-01-20 21:40:24,44.3211,38.7039,37.15,96,99,25.79
346,Rizhao,CN,2022-01-20 21:40:24,35.4275,119.4553,27.03,51,100,5.44
347,Gazojak,TM,2022-01-20 21:40:25,41.1875,61.4036,29.98,83,2,11.56
348,Lappeenranta,FI,2022-01-20 21:40:25,61.0587,28.1887,31.8,99,100,10.36
349,Abyek,IR,2022-01-20 21:40:25,36.0667,50.55,24.4,54,73,11.32
350,Malinovoye Ozero,RU,2022-01-20 21:40:26,51.6753,79.7825,-6.97,100,83,3.47
351,Cap Malheureux,MU,2022-01-20 21:40:26,-19.9842,57.6142,81.09,88,51,5.99
352,Anadyr,RU,2022-01-20 21:40:27,64.75,177.4833,-33.52,66,20,6.71
353,Wajir,KE,2022-01-20 21:40:27,1.7471,40.0573,83.62,40,76,3.49
354,Tubmanburg,LR,2022-01-20 21:40:27,6.8708,-10.8172,73.99,91,98,1.23
355,Grand-Santi,GF,2022-01-20 21:40:27,4.25,-54.3833,73.76,97,100,3.24
356,Manyana,BW,2022-01-20 21:40:28,-23.4,21.7167,76.46,41,94,6.64
357,Chuy,UY,2022-01-20 21:40:28,-33.6971,-53.4616,76.8,90,36,12.82
358,Katsuura,JP,2022-01-20 21:40:29,35.1333,140.3,36.19,46,32,20.49
359,Jizan,SA,2022-01-20 21:40:29,17.3333,42.6667,77.94,68,0,4.65
360,Mount Gambier,AU,2022-01-20 21:40:29,-37.8333,140.7667,67.91,49,0,9.22
361,Whitehorse,CA,2022-01-20 21:36:53,60.7161,-135.0538,18.1,85,75,5.99
362,Kahta,TR,2022-01-20 21:40:30,37.7855,38.6237,18.77,54,0,2.71
363,Makarov,RU,2022-01-20 21:40:30,48.6333,142.8,10.17,87,50,10.02
364,Yamada,JP,2022-01-20 21:40:30,39.4667,141.95,28.09,83,98,6.44
365,Pullman,US,2022-01-20 21:36:02,46.7313,-117.1796,47.62,94,100,20.0
366,Matara,LK,2022-01-20 21:40:31,5.9485,80.5353,73.4,84,41,3.89
367,Vershino-Shakhtaminskiy,RU,2022-01-20 21:40:31,51.3012,117.8868,-9.67,100,90,1.54
368,Masvingo,ZW,2022-01-20 21:40:31,-20.0637,30.8277,65.68,67,53,9.17
369,Marzuq,YE,2022-01-20 21:41:32,14.4,46.4667,62.28,40,47,3.8
370,Muisne,EC,2022-01-20 21:41:32,0.6,-80.0333,78.91,83,99,11.79
371,Quesnel,CA,2022-01-20 21:41:33,52.9999,-122.5029,39.7,81,75,8.05
372,Santa Lucia,ES,2022-01-20 21:41:33,27.9117,-15.5407,57.76,59,20,3.44
373,Avera,US,2022-01-20 21:41:33,33.194,-82.5271,55.71,98,100,4.88
374,El Espinal,MX,2022-01-20 21:41:34,16.3333,-94.0667,83.52,40,0,4.32
375,Opuwo,NA,2022-01-20 21:41:34,-18.0607,13.84,66.61,68,99,4.09
376,Biltine,TD,2022-01-20 21:41:35,14.5333,20.9167,63.12,17,9,11.99
377,Port-Cartier,CA,2022-01-20 21:41:35,50.0334,-66.8654,5.76,79,65,10.56
378,Puerto Maldonado,PE,2022-01-20 21:41:35,-12.6,-69.1833,79.2,83,40,6.91
379,Locri,IT,2022-01-20 21:41:36,38.2414,16.2623,54.16,76,2,8.61
380,Meiganga,CM,2022-01-20 21:41:36,6.5167,14.3,66.65,23,22,6.53
381,Sandpoint,US,2022-01-20 21:39:42,48.2766,-116.5533,40.71,95,100,0.0
382,Hofn,IS,2022-01-20 21:41:36,64.2539,-15.2082,42.49,79,72,6.67
383,Humaita,BR,2022-01-20 21:41:37,-7.5061,-63.0208,78.66,88,98,1.5
384,Strelka,RU,2022-01-20 21:41:37,58.0728,93.0344,2.93,99,93,1.36
385,Tapes,BR,2022-01-20 21:41:37,-30.6733,-51.3958,80.1,83,56,10.11
386,Mehamn,NO,2022-01-20 21:41:38,71.0357,27.8492,33.71,74,75,36.82
387,Yumen,CN,2022-01-20 21:41:38,40.2833,97.2,20.55,48,2,3.15
388,Henderson,US,2022-01-20 21:41:22,36.0397,-114.9819,65.12,26,0,9.22
389,Yushan,CN,2022-01-20 21:41:39,31.3776,120.9543,42.98,69,100,5.95
390,Pacifica,US,2022-01-20 21:41:39,37.6138,-122.4869,69.22,60,3,7.0
391,Moron,AR,2022-01-20 21:41:40,-34.6534,-58.6198,83.01,74,0,7.0
392,Chizhou,CN,2022-01-20 21:41:40,30.6578,117.4831,41.61,76,100,9.08
393,Yerbogachen,RU,2022-01-20 21:41:41,61.2767,108.0108,9.03,95,100,6.17
394,Fuxin,CN,2022-01-20 21:41:41,42.0156,121.6589,8.31,46,2,2.13
395,Ust-Omchug,RU,2022-01-20 21:41:41,61.15,149.6333,-31.59,83,6,0.89
396,Ulagan,RU,2022-01-20 21:41:42,50.6321,87.9563,-3.96,99,97,1.54
397,Milkovo,RU,2022-01-20 21:41:42,54.7167,158.6167,2.21,98,100,2.46
398,Divnogorsk,RU,2022-01-20 21:41:42,55.9594,92.3619,3.69,97,98,2.51
399,Jardim,BR,2022-01-20 21:41:43,-21.4803,-56.1381,72.64,96,78,9.24
400,Borovoy,RU,2022-01-20 21:41:43,55.4333,86.0833,6.08,85,75,4.47
401,Ca Mau,VN,2022-01-20 21:41:43,9.1769,105.15,72.36,89,63,4.38
402,Shirokiy,RU,2022-01-20 21:41:44,49.758,129.523,-29.69,100,89,0.51
403,Guerrero Negro,MX,2022-01-20 21:41:44,27.9769,-114.0611,74.37,29,0,17.98
404,Gornopravdinsk,RU,2022-01-20 21:41:44,60.05,69.9,13.53,94,100,8.19
405,Hobyo,SO,2022-01-20 21:41:45,5.3505,48.5268,77.34,74,83,16.13
406,Duncan,US,2022-01-20 21:37:49,34.5023,-97.9578,29.35,31,75,16.11
407,Kyshtovka,RU,2022-01-20 21:41:45,56.555,76.6271,-1.75,99,96,4.76
408,Illapel,CL,2022-01-20 21:41:46,-31.6308,-71.1653,76.55,36,5,7.94
409,Ljungby,SE,2022-01-20 21:41:46,56.8332,13.9408,30.79,44,30,17.65
410,Jibuti,DJ,2022-01-20 21:41:47,11.5,42.5,73.44,66,7,3.18
411,Orbetello,IT,2022-01-20 21:41:47,42.4408,11.2196,48.79,87,8,4.61
412,Dingle,PH,2022-01-20 21:41:47,10.9995,122.6711,72.75,95,52,7.14
413,Meulaboh,ID,2022-01-20 21:41:48,4.1363,96.1285,75.11,90,25,3.4
414,Basay,PH,2022-01-20 21:41:48,9.4087,122.64,76.05,85,67,7.58
415,Valparaiso,CL,2022-01-20 21:41:20,-33.0393,-71.6273,75.43,33,0,13.8
416,Canon City,US,2022-01-20 21:42:49,38.441,-105.2424,49.32,100,100,0.0
417,Sao Lourenco Do Sul,BR,2022-01-20 21:42:49,-31.3653,-51.9783,82.45,87,59,3.69
418,Arlit,NE,2022-01-20 21:42:49,18.7369,7.3853,58.84,21,0,8.52
419,Mount Isa,AU,2022-01-20 21:42:50,-20.7333,139.5,76.77,94,36,6.91
420,Tadine,NC,2022-01-20 21:42:50,-21.55,167.8833,80.76,80,100,8.03
421,Correntina,BR,2022-01-20 21:42:50,-13.3433,-44.6367,73.44,73,4,2.73
422,Kendrapara,IN,2022-01-20 21:42:51,20.5042,86.416,63.01,85,54,2.8
423,Wakkanai,JP,2022-01-20 21:42:51,45.4094,141.6739,28.27,73,100,25.5
424,Korla,CN,2022-01-20 21:42:52,41.7597,86.1469,28.11,49,100,4.85
425,Merauke,ID,2022-01-20 21:42:52,-8.4667,140.3333,80.11,81,99,6.2
426,Bara,NG,2022-01-20 21:42:52,10.3744,10.7288,65.23,27,42,10.11
427,Elat,IL,2022-01-20 21:42:53,29.5581,34.9482,48.04,61,40,11.5
428,Kenai,US,2022-01-20 21:42:53,60.5544,-151.2583,26.1,95,100,12.66
429,Calvia,ES,2022-01-20 21:42:53,39.5657,2.5062,45.09,79,5,3.29
430,Rehoboth,NA,2022-01-20 21:42:54,-23.3167,17.0833,74.37,57,100,3.02
431,Sambava,MG,2022-01-20 21:42:54,-14.2667,50.1667,76.01,91,100,6.24
432,Cockburn Town,TC,2022-01-20 21:42:54,21.4612,-71.1419,78.55,77,1,20.36
433,Aguie,NE,2022-01-20 21:42:55,13.506,7.7786,57.09,17,0,10.2
434,Ganzhou,CN,2022-01-20 21:40:14,28.8184,115.4327,47.12,87,99,5.44
435,Ixtapa,MX,2022-01-20 21:42:13,20.7,-105.2,78.03,78,100,9.22
436,Ibitinga,BR,2022-01-20 21:42:55,-21.7578,-48.8289,90.99,57,56,4.14
437,Beloha,MG,2022-01-20 21:42:56,-25.1667,45.05,70.68,81,97,10.4
438,Broome,US,2022-01-20 21:42:56,42.2506,-75.833,17.01,71,40,3.0
439,Kembe,CF,2022-01-20 21:42:56,4.6228,21.8865,72.28,39,75,3.09
440,Dakar,SN,2022-01-20 21:38:03,14.6937,-17.4441,76.08,88,0,2.3
441,Sorong,ID,2022-01-20 21:42:57,-0.8833,131.25,80.15,81,100,5.53
442,Ust-Kulom,RU,2022-01-20 21:42:57,61.6864,53.6902,17.71,93,100,8.28
443,Ornskoldsvik,SE,2022-01-20 21:42:57,63.2909,18.7153,30.02,69,40,18.41
444,Longyearbyen,SJ,2022-01-20 21:42:25,78.2186,15.6401,6.64,85,20,0.0
445,San Vicente De Canete,PE,2022-01-20 21:42:58,-13.0751,-76.3835,72.93,87,66,10.49
446,Verkhnyaya Inta,RU,2022-01-20 21:42:58,65.9811,60.3094,19.13,82,100,18.19
447,Coihaique,CL,2022-01-20 21:42:58,-45.5752,-72.0662,59.61,88,100,8.05
448,Ratnagiri,IN,2022-01-20 21:42:59,16.9833,73.3,69.71,68,8,5.37
449,Tautira,PF,2022-01-20 21:42:59,-17.7333,-149.15,86.02,78,100,21.05
450,Dese,ET,2022-01-20 21:43:00,11.1333,39.6333,50.54,92,53,0.67
451,Kuusamo,FI,2022-01-20 21:43:00,65.9667,29.1833,19.44,93,40,12.66
452,Linjiang,CN,2022-01-20 21:43:00,41.8069,126.9078,-5.85,97,14,2.26
453,Mujiayingzi,CN,2022-01-20 21:43:01,42.1167,118.7833,10.45,70,19,1.59
454,Ordu,TR,2022-01-20 21:43:01,40.9086,37.6845,25.3,78,3,11.83
455,Moose Jaw,CA,2022-01-20 21:43:01,50.4001,-105.5344,19.67,68,100,18.41
456,Chicama,PE,2022-01-20 21:43:02,-7.8447,-79.1469,68.54,64,34,11.56
457,Namibe,AO,2022-01-20 21:43:02,-15.1961,12.1522,70.57,85,100,6.69
458,Trairi,BR,2022-01-20 21:43:03,-3.2778,-39.2689,78.67,82,94,9.13
459,Kajaani,FI,2022-01-20 21:43:03,64.2273,27.7285,15.85,86,100,4.61
460,Peniche,PT,2022-01-20 21:43:03,39.3558,-9.3811,53.46,84,0,5.48
461,Mandalgovi,MN,2022-01-20 21:43:04,45.7625,106.2708,7.18,79,65,7.87
462,Iskilip,TR,2022-01-20 21:44:05,40.7353,34.4739,23.38,73,3,5.5
463,Saint-Joseph,RE,2022-01-20 21:44:05,-21.3667,55.6167,75.58,83,69,4.72
464,Dimona,IL,2022-01-20 21:44:05,31.0667,35.0333,42.24,67,14,1.99
465,Seoul,KR,2022-01-20 21:43:54,37.5683,126.9778,13.51,89,0,2.3
466,Niquelandia,BR,2022-01-20 21:44:06,-14.4739,-48.4597,78.15,68,69,1.43
467,Razdolinsk,RU,2022-01-20 21:44:06,58.4211,94.6658,0.03,100,99,1.34
468,Kabinda,CD,2022-01-20 21:44:07,-6.1333,24.4833,67.28,93,100,1.59
469,Lasa,IT,2022-01-20 21:44:07,46.6166,10.7002,37.31,95,54,8.93
470,Hualmay,PE,2022-01-20 21:44:07,-11.0964,-77.6139,74.55,79,66,13.51
471,Gushi,CN,2022-01-20 21:44:08,34.6425,109.5843,29.41,91,100,9.15
472,Wernigerode,DE,2022-01-20 21:44:08,51.8333,10.7833,31.3,75,19,9.31
473,Lakes Entrance,AU,2022-01-20 21:44:09,-37.8811,147.981,65.16,66,2,3.38
474,Kigoma,TZ,2022-01-20 21:44:09,-4.8769,29.6267,73.99,94,75,0.0
475,Clarence Town,AU,2022-01-20 21:44:10,-32.5833,151.7833,73.98,81,98,7.25
476,Cabacungan,PH,2022-01-20 21:44:10,10.3237,123.1331,71.76,91,74,4.43
477,Victor Harbor,AU,2022-01-20 21:44:10,-35.5667,138.6167,82.8,55,51,13.24
478,Dunedin,NZ,2022-01-20 21:44:11,-45.8742,170.5036,61.81,55,76,5.99
479,Codrington,AU,2022-01-20 21:44:11,-38.2667,141.9667,76.19,36,0,8.21
480,Mirnyy,RU,2022-01-20 21:44:12,62.5353,113.9611,3.67,96,99,5.55
481,Ust-Nera,RU,2022-01-20 21:44:12,64.5667,143.2,-37.03,96,47,4.68
482,Paamiut,GL,2022-01-20 21:44:12,61.994,-49.6678,20.62,86,99,18.12
483,Nabire,ID,2022-01-20 21:44:13,-3.3667,135.4833,76.53,93,87,3.94
484,Bam,IR,2022-01-20 21:44:14,29.106,58.357,52.59,41,0,9.71
485,Harihar,IN,2022-01-20 21:44:14,14.5167,75.8,67.35,54,19,3.18
486,Pierre,US,2022-01-20 21:44:14,44.3683,-100.351,22.86,41,0,7.0
487,Ahipara,NZ,2022-01-20 21:44:15,-35.1667,173.1667,69.57,50,58,10.22
488,Imbituba,BR,2022-01-20 21:44:15,-28.24,-48.6703,85.89,84,1,12.17
489,Atherton,GB,2022-01-20 21:44:16,53.5237,-2.4935,37.15,85,30,2.71
490,Mount Pleasant,US,2022-01-20 21:44:16,32.7941,-79.8626,67.05,71,20,5.99
491,Tsirguliina,EE,2022-01-20 21:44:16,57.864,26.1947,30.36,94,99,8.32
492,Merke,KZ,2022-01-20 21:44:17,42.8728,73.1786,31.33,68,3,5.32
493,Orsay,FR,2022-01-20 21:44:17,48.6957,2.1873,39.54,85,100,3.0
494,Haapiti,PF,2022-01-20 21:44:18,-17.5667,-149.8667,85.73,78,100,20.92
495,Ostrovnoy,RU,2022-01-20 21:44:18,68.0531,39.5131,13.87,83,96,8.34
496,Nosy Varika,MG,2022-01-20 21:44:18,-20.5833,48.5333,72.46,87,100,8.43
497,Gimli,CA,2022-01-20 21:44:19,50.6336,-96.9907,-4.88,59,8,13.8
498,Pangnirtung,CA,2022-01-20 21:44:19,66.1451,-65.7125,-22.0,76,20,0.0
499,Volovo,UA,2022-01-20 21:44:19,48.5246,23.5056,9.41,96,60,2.15
500,Mopti,ML,2022-01-20 21:44:20,14.6667,-4.0,73.44,27,0,6.91
501,Arkhara,RU,2022-01-20 21:44:20,49.4212,130.0842,-30.95,100,95,0.94
502,Mackay,AU,2022-01-20 21:44:21,-21.15,149.2,76.98,83,40,10.36
503,Ballina,AU,2022-01-20 21:44:21,-28.8667,153.5667,76.96,64,75,14.97
504,Bulalacao,PH,2022-01-20 21:44:22,12.3254,121.3435,76.71,82,43,14.52
505,Miri,MY,2022-01-20 21:44:22,4.4148,114.0089,75.34,100,40,2.3
506,Gidole,ET,2022-01-20 21:44:22,5.65,37.3667,64.6,48,99,2.91
507,Kerema,PG,2022-01-20 21:44:23,-7.9631,145.7785,77.86,84,100,3.0
508,Yomou,GN,2022-01-20 21:45:23,7.5603,-9.2653,69.12,22,97,2.15
509,Monroe,US,2022-01-20 21:44:14,43.1501,-77.6831,13.62,70,75,8.05
510,Vila Velha,BR,2022-01-20 21:42:18,-20.3297,-40.2925,82.35,79,75,3.0
511,Prince Rupert,CA,2022-01-20 21:44:16,54.3161,-130.3201,42.89,93,100,8.05
512,Hervey Bay,AU,2022-01-20 21:45:24,-25.2986,152.8535,76.03,91,74,5.99
513,Lukhovitsy,RU,2022-01-20 21:45:24,54.9728,39.0361,16.54,93,100,14.76
514,Buchanan,LR,2022-01-20 21:45:25,5.8808,-10.0467,76.96,79,99,5.35
515,Salekhard,RU,2022-01-20 21:45:25,66.53,66.6019,15.08,89,100,15.3
516,Weinan,CN,2022-01-20 21:45:25,34.5036,109.5089,29.89,94,100,7.18
517,Champerico,GT,2022-01-20 21:45:26,14.3,-91.9167,90.14,61,0,13.09
518,Umm Lajj,SA,2022-01-20 21:45:26,25.0213,37.2685,63.25,36,0,22.5
519,Gat,IL,2022-01-20 21:45:26,31.61,34.7642,46.81,62,79,4.65
520,Bandar-E Anzali,IR,2022-01-20 21:45:27,37.4727,49.4622,37.51,87,100,6.82
521,Bonavista,CA,2022-01-20 21:45:27,48.6499,-53.1147,42.12,95,100,18.12
522,Parati,BR,2022-01-20 21:45:28,-23.2178,-44.7131,90.5,97,42,0.76
523,Totness,SR,2022-01-20 21:45:28,5.8833,-56.3167,76.62,90,89,10.29
524,Nouadhibou,MR,2022-01-20 21:45:28,20.931,-17.0347,66.2,73,77,12.46
525,Batagay,RU,2022-01-20 21:45:29,67.6333,134.6333,-31.74,91,75,3.06
526,Hun,LY,2022-01-20 21:45:30,29.1268,15.9477,54.55,50,89,3.8
527,Kangaatsiaq,GL,2022-01-20 21:45:30,68.3065,-53.4641,16.03,73,100,20.11
528,Samarai,PG,2022-01-20 21:45:30,-10.6167,150.6667,81.61,77,97,9.8
529,La Ronge,CA,2022-01-20 21:45:31,55.1001,-105.2842,5.25,72,100,8.05
530,Bilibino,RU,2022-01-20 21:45:31,68.0546,166.4372,-29.58,84,4,3.65
531,Alakurtti,RU,2022-01-20 21:45:31,66.9672,30.3491,24.71,90,63,10.98
532,Riosucio,CO,2022-01-20 21:45:32,5.4216,-75.7032,79.23,81,90,2.55
533,Kurbnesh,AL,2022-01-20 21:45:32,41.7797,20.0836,41.63,95,99,4.92
534,Acarau,BR,2022-01-20 21:42:14,-2.8856,-40.12,78.48,85,99,12.5
535,Black River,JM,2022-01-20 21:45:32,18.0264,-77.8487,84.2,66,1,16.22
536,Augusto Correa,BR,2022-01-20 21:45:33,-1.0217,-46.635,77.32,87,16,4.09
537,Mahebourg,MU,2022-01-20 21:45:33,-20.4081,57.7,80.89,89,40,8.05
538,Shiloh,US,2022-01-20 21:45:33,38.5614,-89.8973,20.62,50,20,8.05
539,Vavoua,CI,2022-01-20 21:45:34,7.3819,-6.4778,73.44,17,100,2.44
540,Pangai,TO,2022-01-20 21:45:34,-19.8,-174.35,82.11,79,9,19.44
541,Dniprovka,UA,2022-01-20 21:45:34,47.4295,34.618,33.87,91,83,13.15
542,Janakkala,FI,2022-01-20 21:45:35,60.9,24.6,27.66,77,100,14.61
543,Okhotsk,RU,2022-01-20 21:45:35,59.3833,143.3,-13.32,74,71,9.53
544,Saint George,US,2022-01-20 21:42:32,37.1041,-113.5841,59.47,30,0,1.99
545,Daru,PG,2022-01-20 21:45:35,-9.0763,143.2092,77.32,89,100,5.91
546,Nurota,UZ,2022-01-20 21:45:36,40.5614,65.6886,33.89,46,0,5.97
547,Puri,IN,2022-01-20 21:44:01,19.8,85.85,63.12,77,59,8.05
548,Tottori,JP,2022-01-20 21:45:37,35.5,134.2333,37.47,60,40,20.71
549,Mporokoso,ZM,2022-01-20 21:45:37,-9.3727,30.125,60.73,97,100,1.97
550,Stornoway,GB,2022-01-20 21:45:37,58.2093,-6.3865,40.96,92,75,1.99
551,Jieshi,CN,2022-01-20 21:45:37,22.8134,115.8257,61.95,84,100,20.29
552,Araouane,ML,2022-01-20 21:45:38,18.9048,-3.5265,65.07,18,4,10.0
553,Beyneu,KZ,2022-01-20 21:45:38,45.3167,55.2,30.02,83,100,7.56
554,Lukovetskiy,RU,2022-01-20 21:46:39,64.2956,41.9211,31.98,97,100,8.55
555,Huejuquilla El Alto,MX,2022-01-20 21:46:39,22.6,-103.8667,70.11,19,100,15.3
556,Terrace,CA,2022-01-20 21:45:12,54.5163,-128.6035,43.43,93,75,19.57
557,Havre-Saint-Pierre,CA,2022-01-20 21:46:40,50.2334,-63.5986,15.8,78,0,8.05
558,Quelimane,MZ,2022-01-20 21:46:40,-17.8786,36.8883,72.27,89,12,4.7
559,Komsomolskiy,UZ,2022-01-20 21:46:40,40.4272,71.7189,35.02,80,0,9.22
560,Phan Thiet,VN,2022-01-20 21:41:55,10.9333,108.1,70.18,82,37,4.79
561,Kuching,MY,2022-01-20 21:45:47,1.55,110.3333,73.62,94,20,0.0
562,Yankton,US,2022-01-20 21:46:41,42.8711,-97.3973,16.12,44,0,10.36
563,Bilma,NE,2022-01-20 21:46:41,18.6853,12.9164,56.3,22,0,7.65
564,Shingu,JP,2022-01-20 21:46:42,33.7333,135.9833,32.22,69,3,7.09
565,Luwuk,ID,2022-01-20 21:46:42,-0.9516,122.7875,76.89,84,100,3.11
566,Umea,SE,2022-01-20 21:46:42,63.8284,20.2597,30.13,59,0,18.41
567,Bubaque,GW,2022-01-20 21:46:43,11.2833,-15.8333,78.85,76,36,15.61
